Date,Snow_Cover_Percentage,DSSM,NDVI_nonSR_Min,NDVI_nonSR_Median,NDVI_nonSR_Max,NEE_U50_f,VPD_f,TA,TA_min,TA_max,RG,RG_min,RG_max,RH,SWC_10cm,TS_10cm,D_SNOW,precipitation_rate,TA_lag1d,TA_lag3d,TA_lag7d,TA_lag14d,TS_lag1d,TS_lag3d,TS_lag7d,TS_lag14d,SWC_lag1d,SWC_lag3d,SWC_lag7d,SWC_lag14d,P_lag1d,P_lag3d,P_lag7d,P_lag14d
2019-03-08,100,-86,-0.01,-0.0,0.01,,0.28,-25.79,-28.13,-23.48,43.49,-3.57,189.55,62.41,11.01,-16.97,0.23,0.0,-26.18,-24.13,-25.99,-24.79,-16.85,-16.91,-16.81,-16.31,11.01,11.01,11.02,11.05,0.0,0.0,0.0,0.7
2019-03-09,100,-85,0.0,0.01,0.03,,0.18,-28.92,-30.71,-26.11,47.41,-3.54,197.46,67.29,11.0,-17.09,0.22,0.0,-25.79,-25.14,-25.49,-25.48,-16.97,-16.9,-16.9,-16.39,11.01,11.01,11.01,11.04,0.0,0.0,0.0,0.4
2019-03-10,100,-84,-0.0,0.01,0.03,,0.17,-29.44,-30.8,-27.55,50.47,-3.11,203.82,67.85,10.99,-17.28,0.22,0.0,-28.92,-26.96,-25.58,-26.02,-17.09,-16.97,-16.94,-16.51,11.0,11.01,11.01,11.04,0.0,0.0,0.0,0.0
2019-03-11,100,-83,0.0,0.02,0.03,,0.18,-29.08,-30.66,-26.51,53.14,-3.23,211.95,66.36,10.98,-17.44,0.22,0.0,-29.44,-28.05,-25.97,-26.51,-17.28,-17.11,-17.0,-16.65,10.99,11.0,11.01,11.03,0.0,0.0,0.0,0.0
2019-03-12,100,-82,0.0,0.02,0.03,,0.18,-29.11,-31.69,-25.07,35.47,-3.38,181.99,67.42,10.97,-17.54,0.22,0.0,-29.08,-29.15,-26.52,-26.64,-17.44,-17.27,-17.07,-16.78,10.98,10.99,11.0,11.02,0.0,0.0,0.0,0.0
2019-03-13,100,-81,0.0,0.02,0.03,,0.16,-31.2,-33.33,-28.37,61.19,-3.26,230.99,64.21,10.96,-17.62,0.22,0.0,-29.11,-29.21,-27.43,-26.82,-17.54,-17.42,-17.15,-16.9,10.97,10.98,11.0,11.01,0.0,0.0,0.0,0.0
2019-03-14,100,-80,0.01,0.02,0.03,,0.17,-31.43,-33.32,-29.47,62.99,-3.5,239.24,60.07,10.95,-17.86,0.22,0.0,-31.2,-29.8,-28.53,-27.06,-17.62,-17.54,-17.26,-17.0,10.96,10.97,10.99,11.01,0.0,0.0,0.0,0.0
2019-03-15,100,-79,0.01,0.02,0.04,,0.17,-31.5,-32.82,-29.81,65.97,-3.83,244.54,61.59,10.94,-18.07,0.22,0.0,-31.43,-30.58,-29.28,-27.64,-17.86,-17.68,-17.4,-17.11,10.95,10.96,10.98,11.0,0.0,0.0,0.0,0.0
2019-03-16,100,-78,0.01,0.02,0.03,,0.17,-31.26,-34.38,-28.46,62.66,-3.27,251.21,62.72,10.92,-18.22,0.22,0.0,-31.5,-31.38,-30.1,-27.79,-18.07,-17.85,-17.56,-17.23,10.94,10.95,10.97,10.99,0.0,0.0,0.0,0.0
2019-03-17,100,-77,0.0,0.02,0.03,,0.2,-27.98,-34.16,-25.04,58.49,-3.62,279.13,66.27,10.92,-18.14,0.22,0.6,-31.26,-31.4,-30.43,-28.0,-18.22,-18.05,-17.72,-17.33,10.92,10.94,10.96,10.98,0.0,0.0,0.0,0.0
2019-03-18,100,-76,0.0,0.02,0.03,,0.16,-31.65,-36.09,-27.54,53.83,-3.33,208.55,62.33,10.92,-18.14,0.22,1.2,-27.98,-30.25,-30.22,-28.1,-18.14,-18.14,-17.84,-17.42,10.92,10.93,10.95,10.98,0.6,0.6,0.6,0.6
2019-03-19,100,-75,0.0,0.02,0.03,,0.23,-24.06,-27.5,-18.93,63.77,-3.5,366.26,74.82,10.92,-18.07,0.27,16.0,-31.64,-30.3,-30.59,-28.55,-18.14,-18.16,-17.94,-17.51,10.92,10.92,10.94,10.97,1.2,1.8,1.8,1.8
2019-03-20,100,-74,0.0,0.02,0.03,,0.21,-24.89,-30.83,-18.29,54.01,-3.73,265.85,75.09,10.93,-17.89,0.31,0.8,-24.06,-27.9,-29.87,-28.65,-18.07,-18.11,-18.02,-17.58,10.92,10.92,10.93,10.96,16.0,17.8,17.8,17.8
2019-03-21,100,-73,0.0,0.01,0.03,,0.33,-19.03,-21.47,-17.13,49.26,-4.54,180.78,75.63,10.94,-17.58,0.46,0.7,-24.89,-26.87,-28.97,-28.75,-17.89,-18.03,-18.06,-17.66,10.93,10.92,10.93,10.96,0.8,18.0,18.6,18.6
2019-03-22,100,-72,0.0,0.01,0.03,,0.44,-22.37,-24.78,-20.34,91.74,-4.55,310.32,56.28,10.95,-17.31,0.48,0.0,-19.03,-22.66,-27.2,-28.24,-17.58,-17.85,-18.02,-17.71,10.94,10.93,10.93,10.95,0.7,17.5,19.3,19.3
2019-03-23,100,-71,-0.0,0.01,0.02,,0.38,-23.63,-26.65,-20.31,87.68,-3.81,312.85,58.36,10.95,-17.46,0.48,0.0,-22.37,-22.1,-25.89,-28.0,-17.31,-17.6,-17.91,-17.73,10.95,10.94,10.93,10.95,0.0,1.5,19.3,19.3
2019-03-24,100,-70,-0.0,0.01,0.02,,0.31,-20.38,-24.66,-18.01,70.77,-3.97,289.28,73.64,10.95,-17.31,0.47,0.9,-23.63,-21.68,-24.8,-27.62,-17.46,-17.45,-17.8,-17.76,10.95,10.95,10.93,10.95,0.0,0.7,19.3,19.3
2019-03-25,100,-69,-0.0,0.01,0.02,,0.3,-24.67,-28.58,-20.06,95.02,-3.61,357.77,64.8,10.96,-17.17,0.47,0.0,-20.38,-22.13,-23.72,-26.97,-17.31,-17.36,-17.68,-17.76,10.95,10.95,10.94,10.94,0.9,0.9,19.6,20.2
2019-03-26,100,-68,-0.01,0.0,0.02,,0.39,-22.08,-23.89,-20.3,95.36,-3.25,334.49,62.16,10.96,-17.21,0.47,0.0,-24.67,-22.89,-22.72,-26.66,-17.17,-17.31,-17.54,-17.74,10.96,10.95,10.94,10.94,0.0,0.9,18.4,20.2
2019-03-27,100,-67,-0.01,0.0,0.02,,0.41,-20.55,-23.92,-16.84,93.31,-2.97,341.21,65.98,10.96,-17.08,0.47,0.0,-22.08,-22.38,-22.44,-26.15,-17.21,-17.23,-17.42,-17.72,10.96,10.96,10.95,10.94,0.0,0.9,2.4,20.2
2019-03-28,100,-66,-0.01,0.0,0.02,,0.29,-17.36,-22.84,-13.69,64.41,-2.59,222.87,80.63,10.97,-16.89,0.48,2.9,-20.55,-22.43,-21.82,-25.39,-17.08,-17.15,-17.3,-17.68,10.96,10.96,10.95,10.94,0.0,0.0,1.6,20.2
2019-03-29,100,-65,-0.01,0.0,0.01,,0.5,-14.47,-18.5,-10.42,75.42,-4.31,268.91,75.06,10.99,-16.47,0.5,0.0,-17.36,-20.0,-21.58,-24.39,-16.89,-17.06,-17.2,-17.61,10.97,10.96,10.96,10.94,2.9,2.9,3.8,23.1
2019-03-30,100,-64,-0.01,0.0,0.01,,0.29,-22.43,-25.41,-18.51,125.99,-4.98,365.99,71.51,11.0,-16.23,0.5,0.0,-14.47,-17.46,-20.45,-23.17,-16.47,-16.81,-17.08,-17.5,10.99,10.97,10.96,10.95,0.0,2.9,3.8,23.1
2019-03-31,100,-63,-0.0,0.01,0.01,,0.28,-24.63,-27.85,-21.55,127.4,-3.95,378.26,66.6,11.0,-16.32,0.49,0.0,-22.43,-18.09,-20.28,-22.54,-16.23,-16.53,-16.91,-17.35,11.0,10.99,10.97,10.95,0.0,2.9,3.8,23.1
2019-04-01,100,-62,-0.0,0.01,0.01,,0.27,-25.18,-27.78,-21.29,135.2,-3.67,384.91,65.65,11.0,-16.43,0.49,0.0,-24.63,-20.51,-20.88,-22.3,-16.32,-16.34,-16.77,-17.22,11.0,11.0,10.98,10.96,0.0,0.0,2.9,22.5
2019-04-02,100,-61,-0.0,0.01,0.02,,0.25,-25.17,-28.44,-21.59,154.74,-3.4,389.69,67.48,10.99,-16.53,0.48,0.0,-25.18,-24.08,-20.96,-21.84,-16.43,-16.33,-16.66,-17.1,11.0,11.0,10.98,10.96,0.0,0.0,2.9,21.3
2019-04-03,100,-60,-0.0,0.01,0.01,,0.39,-20.39,-27.82,-15.27,156.01,-3.2,407.33,65.99,10.99,-16.58,0.48,0.0,-25.17,-24.99,-21.4,-21.92,-16.53,-16.43,-16.56,-16.99,10.99,11.0,10.99,10.97,0.0,0.0,2.9,5.3
2019-04-04,100,-59,-0.0,0.0,0.01,,0.51,-18.33,-21.32,-15.07,174.66,-2.92,528.85,68.03,11.0,-16.38,0.48,0.0,-20.39,-23.58,-21.38,-21.6,-16.58,-16.51,-16.49,-16.9,10.99,10.99,10.99,10.97,0.0,0.0,2.9,4.5
2019-04-05,100,-58,-0.01,0.0,0.01,,1.58,-10.0,-18.33,-5.74,143.04,-4.71,410.55,46.24,11.0,-16.16,0.49,0.0,-18.33,-21.3,-21.52,-21.55,-16.38,-16.5,-16.42,-16.81,11.0,10.99,11.0,10.98,0.0,0.0,0.0,3.8
2019-04-06,100,-57,-0.01,-0.0,0.0,,0.94,-13.35,-18.7,-7.08,145.95,-6.0,409.81,60.58,11.02,-15.85,0.48,0.0,-10.0,-16.24,-20.88,-20.66,-16.16,-16.37,-16.38,-16.73,11.0,11.0,11.0,10.98,0.0,0.0,0.0,3.8
2019-04-07,100,-56,-0.02,-0.01,0.0,,0.81,-12.86,-18.59,-7.24,146.11,-4.1,435.56,66.02,11.03,-15.68,0.48,0.0,-13.35,-13.9,-19.58,-19.93,-15.85,-16.13,-16.32,-16.61,11.02,11.01,11.0,10.98,0.0,0.0,0.0,3.8
2019-04-08,100,-55,-0.02,-0.01,-0.0,,0.61,-12.66,-15.24,-9.26,152.34,-3.81,414.39,73.53,11.04,-15.48,0.47,0.0,-12.86,-12.07,-17.9,-19.39,-15.68,-15.9,-16.23,-16.5,11.03,11.02,11.0,10.99,0.0,0.0,0.0,2.9
2019-04-09,100,-54,-0.03,-0.02,-0.01,,0.85,-9.52,-14.31,-2.67,160.26,-4.45,431.97,72.26,11.06,-15.24,0.48,0.0,-12.66,-12.96,-16.11,-18.53,-15.48,-15.67,-16.09,-16.38,11.04,11.03,11.01,11.0,0.0,0.0,0.0,2.9
2019-04-10,100,-53,-0.03,-0.02,-0.01,,0.99,-8.52,-14.94,-4.68,137.79,-4.66,466.59,71.1,11.07,-14.95,0.47,0.0,-9.52,-11.68,-13.87,-17.64,-15.24,-15.47,-15.91,-16.24,11.06,11.04,11.02,11.0,0.0,0.0,0.0,2.9
2019-04-11,100,-52,-0.03,-0.02,-0.01,,0.39,-14.33,-17.11,-10.58,165.97,-3.4,443.45,80.93,11.09,-14.72,0.46,0.0,-8.52,-10.23,-12.18,-16.78,-14.95,-15.22,-15.68,-16.08,11.07,11.06,11.03,11.01,0.0,0.0,0.0,2.9
2019-04-12,100,-51,-0.04,-0.03,-0.02,,0.34,-13.95,-18.25,-9.75,173.59,-3.69,444.27,84.31,11.09,-14.7,0.46,0.0,-14.34,-10.79,-11.61,-16.56,-14.72,-14.97,-15.44,-15.93,11.09,11.07,11.04,11.02,0.0,0.0,0.0,0.0
2019-04-13,100,-50,-0.04,-0.03,-0.02,,0.41,-12.37,-15.72,-9.53,148.59,-2.93,465.54,83.02,11.1,-14.57,0.46,0.0,-13.95,-12.27,-12.17,-16.52,-14.7,-14.79,-15.23,-15.8,11.09,11.08,11.06,11.03,0.0,0.0,0.0,0.0
2019-04-14,100,-49,-0.03,-0.02,-0.01,,0.25,-9.97,-14.69,-3.6,186.29,-3.25,457.22,90.81,11.11,-14.35,0.45,0.0,-12.38,-13.55,-12.03,-15.81,-14.57,-14.66,-15.05,-15.68,11.1,11.09,11.07,11.03,0.0,0.0,0.0,0.0
2019-04-15,100,-48,-0.03,-0.02,-0.01,,0.15,-5.39,-6.25,-4.28,108.94,-2.0,370.35,96.32,11.13,-13.96,0.46,0.0,-9.97,-12.1,-11.62,-14.76,-14.35,-14.54,-14.86,-15.54,11.11,11.1,11.08,11.04,0.0,0.0,0.0,0.0
2019-04-16,100,-47,-0.03,-0.02,-0.01,,0.3,-6.77,-9.4,-4.39,161.24,-1.97,487.2,92.11,11.16,-13.41,0.45,0.0,-5.39,-9.24,-10.58,-13.34,-13.96,-14.29,-14.64,-15.37,11.13,11.11,11.09,11.05,0.0,0.0,0.0,0.0
2019-04-17,100,-46,-0.03,-0.02,-0.01,,0.16,-2.83,-6.23,-1.02,90.43,-1.24,274.87,96.51,11.19,-13.06,0.46,0.5,-6.77,-7.37,-10.19,-12.03,-13.41,-13.9,-14.38,-15.14,11.16,11.13,11.11,11.06,0.0,0.0,0.0,0.0
2019-04-18,100,-45,-0.03,-0.02,-0.01,,0.13,-2.41,-5.6,-1.29,138.97,-1.74,459.91,97.42,11.22,-12.55,0.45,0.0,-2.83,-4.99,-9.37,-10.78,-13.06,-13.47,-14.11,-14.89,11.19,11.16,11.12,11.08,0.5,0.5,0.5,0.5
2019-04-19,100,-44,-0.03,-0.02,-0.01,,0.75,-6.03,-9.06,-2.76,141.59,-3.73,460.89,80.56,11.26,-12.1,0.46,0.2,-2.41,-4.0,-7.67,-9.64,-12.55,-13.0,-13.8,-14.62,11.22,11.19,11.14,11.09,0.0,0.5,0.5,0.5
2019-04-20,100,-43,-0.03,-0.02,-0.01,,1.18,-9.02,-11.09,-7.54,131.08,-1.85,345.57,61.48,11.27,-12.01,0.45,0.1,-6.04,-3.76,-6.54,-9.36,-12.1,-12.57,-13.43,-14.33,11.26,11.22,11.17,11.11,0.2,0.7,0.7,0.7
2019-04-21,100,-42,-0.03,-0.02,-0.01,,0.92,-12.21,-15.28,-7.76,188.52,-2.83,481.5,62.43,11.27,-12.13,0.44,0.0,-9.02,-5.82,-6.06,-9.04,-12.01,-12.22,-13.06,-14.06,11.27,11.25,11.19,11.13,0.1,0.3,0.8,0.8
2019-04-22,100,-41,-0.03,-0.02,-0.01,,0.68,-14.12,-17.56,-8.55,217.32,-3.04,520.07,68.73,11.26,-12.39,0.44,0.0,-12.21,-9.09,-6.38,-9.0,-12.13,-12.08,-12.74,-13.8,11.27,11.27,11.21,11.15,0.0,0.3,0.8,0.8
2019-04-23,100,-40,-0.03,-0.02,-0.01,,0.36,-15.58,-19.47,-9.04,221.61,-1.43,526.78,81.45,11.24,-12.7,0.44,0.0,-14.12,-11.78,-7.63,-9.1,-12.39,-12.18,-12.52,-13.58,11.26,11.27,11.23,11.16,0.0,0.1,0.8,0.8
2019-04-24,100,-39,-0.03,-0.02,-0.01,,0.36,-12.54,-19.25,-6.54,140.19,-3.05,405.54,84.87,11.23,-12.93,0.45,3.7,-15.58,-13.97,-8.89,-9.54,-12.7,-12.41,-12.42,-13.4,11.24,11.26,11.24,11.18,0.0,0.0,0.8,0.8
2019-04-25,100,-38,-0.03,-0.02,-0.01,,0.57,-3.92,-6.48,-0.99,149.12,-0.59,428.76,88.26,11.23,-12.72,0.49,1.5,-12.54,-14.08,-10.28,-9.82,-12.93,-12.67,-12.4,-13.26,11.23,11.24,11.25,11.19,3.7,3.7,4.0,4.5
2019-04-26,100,-37,-0.03,-0.02,-0.01,,0.32,-5.62,-9.9,-1.83,209.0,-0.69,551.04,92.79,11.26,-12.23,0.48,0.0,-3.92,-10.68,-10.49,-9.08,-12.72,-12.78,-12.43,-13.11,11.23,11.23,11.25,11.2,1.5,5.2,5.5,6.0
2019-04-27,100,-36,-0.03,-0.02,-0.01,,0.21,-8.33,-12.78,-3.74,232.24,-1.26,545.79,93.47,11.28,-11.9,0.48,0.0,-5.62,-7.36,-10.43,-8.48,-12.23,-12.63,-12.44,-12.94,11.26,11.24,11.25,11.21,0.0,5.2,5.3,6.0
2019-04-28,100,-35,-0.03,-0.02,-0.01,,0.47,-7.46,-11.47,-1.91,213.58,-0.64,498.09,87.77,11.29,-11.76,0.48,0.0,-8.34,-5.96,-10.33,-8.2,-11.9,-12.28,-12.43,-12.75,11.28,11.26,11.25,11.22,0.0,1.5,5.2,6.0
2019-04-29,100,-34,-0.03,-0.02,-0.02,,0.74,-6.1,-12.38,1.67,242.83,2.11,543.51,84.86,11.3,-11.66,0.48,0.0,-7.46,-7.14,-9.66,-8.02,-11.76,-11.96,-12.38,-12.56,11.29,11.28,11.26,11.24,0.0,0.0,5.2,6.0
2019-04-30,100,-33,-0.03,-0.02,-0.02,,0.57,-6.55,-10.4,-4.11,234.17,0.45,623.6,85.07,11.32,-11.46,0.47,0.0,-6.1,-7.3,-8.51,-8.07,-11.66,-11.78,-12.27,-12.4,11.3,11.29,11.26,11.25,0.0,0.0,5.2,6.0
2019-05-01,100,-32,-0.03,-0.02,-0.02,,0.99,-5.47,-8.01,-4.36,119.55,10.9,288.2,75.49,11.34,-11.22,0.51,0.0,-6.55,-6.7,-7.22,-8.05,-11.46,-11.63,-12.1,-12.26,11.32,11.3,11.27,11.26,0.0,0.0,5.2,6.0
2019-05-02,100,-31,-0.03,-0.03,-0.02,,0.99,-8.0,-12.87,-4.31,254.63,3.97,590.62,71.42,11.35,-11.08,0.48,0.0,-5.47,-6.04,-6.21,-8.24,-11.22,-11.45,-11.85,-12.13,11.34,11.32,11.29,11.27,0.0,0.0,1.5,5.5
2019-05-03,100,-30,-0.03,-0.02,-0.02,,0.96,-5.66,-12.07,1.03,260.86,4.97,574.11,78.68,11.36,-11.06,0.48,0.0,-8.0,-6.67,-6.79,-8.64,-11.08,-11.25,-11.62,-12.02,11.35,11.34,11.31,11.28,0.0,0.0,0.0,5.5
2019-05-04,100,-29,-0.03,-0.02,-0.01,,1.34,-4.59,-9.58,-1.06,199.49,4.98,574.77,70.64,11.37,-10.91,0.49,0.0,-5.66,-6.38,-6.8,-8.61,-11.06,-11.12,-11.45,-11.95,11.36,11.35,11.32,11.29,0.0,0.0,0.0,5.3
2019-05-05,100,-28,-0.03,-0.02,-0.01,,0.34,-7.02,-13.68,-3.81,175.61,5.36,442.92,90.8,11.38,-10.78,0.49,0.0,-4.59,-6.08,-6.26,-8.3,-10.91,-11.02,-11.31,-11.87,11.37,11.36,11.33,11.29,0.0,0.0,0.0,5.2
2019-05-06,100,-27,-0.03,-0.02,-0.01,,0.5,-4.5,-5.73,-2.92,182.92,6.67,437.61,88.92,11.4,-10.58,0.48,0.0,-7.02,-5.76,-6.2,-7.93,-10.78,-10.92,-11.17,-11.77,11.38,11.37,11.35,11.3,0.0,0.0,0.0,5.2
2019-05-07,100,-26,-0.03,-0.02,-0.01,,0.34,-5.58,-8.62,-1.81,259.72,9.26,601.19,91.78,11.42,-10.26,0.46,0.0,-4.5,-5.37,-5.97,-7.24,-10.58,-10.76,-11.01,-11.64,11.4,11.38,11.36,11.31,0.0,0.0,0.0,5.2
2019-05-08,100,-25,-0.03,-0.02,-0.01,,0.63,-6.63,-11.33,-2.2,273.33,9.98,648.84,85.18,11.45,-10.05,0.47,0.0,-5.58,-5.7,-5.83,-6.52,-10.26,-10.54,-10.84,-11.47,11.42,11.4,11.37,11.32,0.0,0.0,0.0,5.2
2019-05-09,100,-24,-0.03,-0.02,-0.01,,0.88,-6.66,-11.52,-2.17,265.4,15.62,593.57,77.97,11.46,-10.02,0.47,0.0,-6.63,-5.57,-6.0,-6.1,-10.05,-10.3,-10.68,-11.26,11.45,11.42,11.39,11.34,0.0,0.0,0.0,1.5
2019-05-10,100,-23,-0.03,-0.02,-0.01,,0.77,-7.06,-10.09,-4.34,192.9,15.42,473.78,78.89,11.47,-10.0,0.48,0.0,-6.66,-6.29,-5.81,-6.3,-10.02,-10.11,-10.52,-11.07,11.46,11.44,11.41,11.36,0.0,0.0,0.0,0.0
2019-05-11,100,-22,-0.03,-0.02,-0.01,,0.98,-7.36,-12.54,-3.1,250.7,12.02,619.11,73.91,11.47,-10.0,0.47,0.0,-7.06,-6.78,-6.01,-6.4,-10.0,-10.02,-10.37,-10.91,11.47,11.46,11.42,11.37,0.0,0.0,0.0,0.0
2019-05-12,100,-21,-0.03,-0.02,-0.01,,1.59,-2.55,-5.47,-0.66,233.91,21.08,709.94,68.74,11.48,-9.88,0.45,0.0,-7.36,-7.02,-6.4,-6.33,-10.0,-10.01,-10.24,-10.78,11.47,11.47,11.44,11.38,0.0,0.0,0.0,0.0
2019-05-13,100,-20,-0.03,-0.02,-0.02,,0.84,-4.84,-8.88,-0.29,307.36,13.1,622.08,80.76,11.5,-9.7,0.44,0.0,-2.55,-5.66,-5.76,-5.98,-9.88,-9.96,-10.12,-10.64,11.48,11.47,11.45,11.4,0.0,0.0,0.0,0.0
2019-05-14,100,-19,-0.03,-0.03,-0.02,,0.45,-5.38,-10.15,-0.88,292.32,14.04,629.44,89.51,11.51,-9.64,0.44,0.0,-4.84,-4.92,-5.81,-5.89,-9.7,-9.86,-9.99,-10.5,11.5,11.48,11.46,11.41,0.0,0.0,0.0,0.0
2019-05-15,100,-18,-0.02,-0.03,-0.03,,0.33,-4.74,-5.94,-2.47,278.37,13.84,633.65,92.71,11.52,-9.45,0.43,0.0,-5.38,-4.26,-5.78,-5.81,-9.64,-9.74,-9.9,-10.37,11.51,11.5,11.48,11.43,0.0,0.0,0.0,0.0
2019-05-16,100,-17,-0.04,-0.04,-0.04,,0.58,-4.39,-6.77,-0.83,286.24,20.44,629.74,87.84,11.55,-9.15,0.43,0.0,-4.74,-4.99,-5.51,-5.76,-9.45,-9.6,-9.81,-10.24,11.52,11.51,11.49,11.44,0.0,0.0,0.0,0.0
2019-05-17,100,-16,-0.08,-0.05,-0.03,,0.78,-2.07,-3.61,-0.73,267.78,21.07,672.2,85.32,11.58,-8.87,0.44,0.0,-4.39,-4.84,-5.19,-5.5,-9.15,-9.41,-9.69,-10.11,11.55,11.53,11.5,11.45,0.0,0.0,0.0,0.0
2019-05-18,100,-15,-0.08,-0.05,-0.03,,0.73,-1.53,-3.05,0.02,180.28,22.96,415.14,86.84,11.62,-8.47,0.43,0.0,-2.08,-3.74,-4.48,-5.24,-8.87,-9.16,-9.53,-9.95,11.58,11.55,11.52,11.47,0.0,0.0,0.0,0.0
2019-05-19,100,-14,-0.09,-0.05,-0.03,,0.7,-0.97,-1.3,-0.57,193.49,19.54,486.87,87.78,11.67,-8.01,0.43,0.1,-1.52,-2.66,-3.64,-5.02,-8.47,-8.83,-9.31,-9.78,11.62,11.58,11.54,11.49,0.0,0.0,0.0,0.0
2019-05-20,100,-13,-0.09,-0.05,-0.03,,0.64,-0.92,-1.43,-0.2,194.34,23.85,432.19,88.83,11.76,-7.03,0.42,0.1,-0.97,-1.52,-3.42,-4.59,-8.01,-8.45,-9.04,-9.58,11.67,11.62,11.56,11.51,0.1,0.1,0.1,0.1
2019-05-21,100,-12,-0.1,-0.05,-0.02,,0.59,-1.1,-1.95,-0.32,266.06,23.39,679.49,89.59,11.98,-5.68,0.4,0.1,-0.92,-1.14,-2.86,-4.34,-7.03,-7.84,-8.66,-9.32,11.76,11.68,11.6,11.53,0.1,0.2,0.2,0.2
2019-05-22,100,-11,-0.1,-0.05,-0.02,,0.6,-1.74,-2.45,-1.14,250.54,28.71,644.64,88.88,12.37,-4.38,0.39,0.0,-1.1,-1.0,-2.25,-4.01,-5.68,-6.91,-8.09,-9.0,11.98,11.8,11.67,11.57,0.1,0.3,0.3,0.3
2019-05-23,100,-10,-0.11,-0.05,-0.02,,0.47,-2.34,-3.52,-1.25,320.43,33.34,672.3,90.9,12.64,-3.59,0.37,0.0,-1.74,-1.25,-1.82,-3.66,-4.38,-5.69,-7.37,-8.59,12.37,12.04,11.79,11.64,0.0,0.2,0.3,0.3
2019-05-24,100,-9,-0.13,-0.06,-0.01,,0.28,-1.82,-3.18,-1.29,291.88,27.12,625.27,94.77,12.89,-2.86,0.35,0.0,-2.34,-1.73,-1.52,-3.36,-3.59,-4.55,-6.58,-8.13,12.64,12.33,11.95,11.72,0.0,0.1,0.3,0.3
2019-05-25,100,-8,-0.14,-0.06,0.02,,0.43,-2.55,-5.03,0.03,327.1,28.43,644.87,92.33,13.32,-2.08,0.33,0.0,-1.82,-1.96,-1.49,-2.98,-2.86,-3.61,-5.72,-7.62,12.89,12.63,12.13,11.82,0.0,0.0,0.3,0.3
2019-05-26,97,-7,-0.14,-0.04,0.06,,0.4,-2.66,-4.15,-0.92,306.98,31.26,650.91,92.46,13.56,-1.8,0.32,0.2,-2.55,-2.23,-1.63,-2.64,-2.08,-2.84,-4.8,-7.06,13.32,12.95,12.38,11.96,0.0,0.0,0.3,0.3
2019-05-27,96,-6,-0.14,-0.02,0.08,,0.63,-2.95,-4.24,-1.11,233.92,23.77,824.74,87.46,13.68,-1.65,0.33,0.0,-2.66,-2.34,-1.88,-2.65,-1.8,-2.25,-3.92,-6.48,13.56,13.26,12.65,12.1,0.2,0.2,0.4,0.5
2019-05-28,95,-5,-0.14,-0.01,0.1,,0.86,-2.41,-3.71,-1.25,322.53,29.67,661.14,83.26,13.78,-1.55,0.32,0.0,-2.96,-2.72,-2.16,-2.51,-1.65,-1.84,-3.15,-5.9,13.68,13.52,12.92,12.26,0.0,0.2,0.3,0.5
2019-05-29,90,-4,-0.12,0.03,0.15,,0.6,-1.47,-4.8,1.65,283.06,42.5,833.68,89.8,13.84,-1.46,0.29,0.0,-2.42,-2.68,-2.35,-2.3,-1.55,-1.67,-2.56,-5.33,13.78,13.67,13.18,12.42,0.0,0.2,0.2,0.5
2019-05-30,68,-3,-0.11,0.05,0.17,,1.3,0.57,-1.9,1.76,196.87,23.76,432.49,80.19,13.9,-1.38,0.27,0.0,-1.47,-2.28,-2.31,-2.07,-1.46,-1.55,-2.14,-4.76,13.84,13.77,13.39,12.59,0.0,0.0,0.2,0.5
2019-05-31,45,-2,-0.1,0.06,0.18,,1.89,0.92,-0.99,2.48,291.56,34.03,645.6,71.7,13.96,-1.28,0.22,0.0,0.57,-1.11,-1.9,-1.71,-1.38,-1.46,-1.82,-4.2,13.9,13.84,13.57,12.76,0.0,0.0,0.2,0.5
2019-06-01,27,-1,-0.09,0.07,0.19,,1.65,1.17,-1.51,2.62,214.43,46.51,388.37,75.42,14.07,-1.15,0.18,0.0,0.92,0.0,-1.51,-1.5,-1.28,-1.37,-1.6,-3.66,13.96,13.9,13.72,12.93,0.0,0.0,0.2,0.5
2019-06-02,4,0,-0.08,0.08,0.2,,1.69,2.4,-0.57,4.75,366.65,74.6,659.18,77.5,14.2,-1.02,0.12,0.0,1.17,0.88,-0.98,-1.31,-1.15,-1.27,-1.47,-3.14,14.07,13.98,13.83,13.1,0.0,0.0,0.2,0.5
2019-06-03,1,1,-0.02,0.13,0.24,,1.13,0.48,-3.46,5.21,351.68,63.75,660.33,84.84,14.34,-0.87,0.08,0.0,2.4,1.49,-0.26,-1.07,-1.02,-1.15,-1.36,-2.64,14.2,14.08,13.92,13.28,0.0,0.0,0.0,0.4
2019-06-04,0,2,0.01,0.17,0.27,,2.71,3.17,0.08,5.7,371.17,91.91,667.5,66.09,14.47,-0.76,0.08,0.0,0.48,1.35,0.23,-0.97,-0.87,-1.01,-1.24,-2.19,14.34,14.2,14.01,13.47,0.0,0.0,0.0,0.3
2019-06-05,0,3,0.03,0.2,0.3,,3.22,4.18,2.01,5.75,370.87,95.54,665.71,61.38,14.64,-0.65,0.08,0.0,3.17,2.02,1.03,-0.66,-0.76,-0.88,-1.13,-1.84,14.47,14.34,14.11,13.64,0.0,0.0,0.0,0.2
